OrderID,OrderDate,ShipDate,ShipMode,Segment,City,State,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
CA-2016-142958,12/13/2016,12/20/2016,Standard Class,Corporate,Torrance,California,West,Office Supplies,Binders,6.1,2,0.2,2.21
CA-2016-142958,12/13/2016,12/20/2016,Standard Class,Corporate,Torrance,California,West,Furniture,Tables,1114.27,4,0.2,41.79
CA-2015-120880,5/29/2015,6/3/2015,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,32.4,5,0,15.55
CA-2015-120880,5/29/2015,6/3/2015,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,540.57,3,0,140.55
CA-2015-120880,5/29/2015,6/3/2015,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,167.76,5,0.2,62.91
US-2015-140200,7/26/2015,7/28/2015,First Class,Consumer,Mesa,Arizona,West,Furniture,Tables,393.17,3,0.5,-204.45
US-2017-110576,11/28/2017,12/2/2017,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,516.49,7,0.2,-12.91
US-2017-110576,11/28/2017,12/2/2017,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,1007.23,6,0.2,75.54
US-2017-110576,11/28/2017,12/2/2017,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,2065.32,12,0.4,-619.6
US-2017-110576,11/28/2017,12/2/2017,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.55,3,0.2,5.44
US-2017-110576,11/28/2017,12/2/2017,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,25.34,6,0.2,7.92
CA-2017-131156,4/3/2017,4/7/2017,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,25.47,4,0.2,7.64
CA-2017-136539,12/28/2017,1/1/2018,Standard Class,Consumer,Round Rock,Texas,Central,Office Supplies,Art,27.17,2,0.2,2.72
CA-2017-136539,12/28/2017,1/1/2018,Standard Class,Consumer,Round Rock,Texas,Central,Furniture,Bookcases,78.85,2,0.32,-11.6
CA-2017-119305,11/30/2017,12/4/2017,Standard Class,Consumer,Jackson,Mississippi,South,Office Supplies,Storage,173.8,5,0,43.45
CA-2017-102414,5/15/2017,5/18/2017,Second Class,Consumer,Phoenix,Arizona,West,Technology,Phones,29.59,1,0.2,2.59
CA-2017-102414,5/15/2017,5/18/2017,Second Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,4.75,2,0.7,-3.17
CA-2017-102414,5/15/2017,5/18/2017,Second Class,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,15.55,3,0.2,5.64
CA-2015-112571,9/22/2015,9/22/2015,Same Day,Consumer,Oceanside,California,West,Furniture,Furnishings,204.6,2,0,53.2
CA-2017-152142,11/14/2017,11/19/2017,Standard Class,Corporate,San Francisco,California,West,Furniture,Chairs,321.57,2,0.2,28.14
CA-2015-160059,11/27/2015,12/1/2015,Standard Class,Home Office,Fayetteville,Arkansas,South,Office Supplies,Binders,6.24,2,0,3.06
CA-2016-120859,9/1/2016,9/4/2016,First Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,21.88,2,0,10.94
CA-2014-127488,9/22/2014,9/24/2014,Second Class,Consumer,Boca Raton,Florida,South,Office Supplies,Labels,4.61,2,0.2,1.67
CA-2017-135279,4/9/2017,4/11/2017,First Class,Home Office,New York City,New York,East,Office Supplies,Labels,9.82,2,0,4.81
CA-2017-135279,4/9/2017,4/11/2017,First Class,Home Office,New York City,New York,East,Office Supplies,Art,35.97,3,0,9.71
CA-2017-135279,4/9/2017,4/11/2017,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,12.96,2,0,6.22
CA-2017-135279,4/9/2017,4/11/2017,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,191.6,4,0,91.97
CA-2017-135279,4/9/2017,4/11/2017,First Class,Home Office,New York City,New York,East,Office Supplies,Labels,8.64,3,0,4.23
CA-2017-135279,4/9/2017,4/11/2017,First Class,Home Office,New York City,New York,East,Office Supplies,Storage,501.81,3,0,0
CA-2014-115791,1/16/2014,1/18/2014,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,127.1,6,0.2,28.6
CA-2014-115791,1/16/2014,1/18/2014,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,124.2,3,0.4,-31.05
CA-2014-115791,1/16/2014,1/18/2014,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,18.59,2,0.7,-13.63
CA-2014-115791,1/16/2014,1/18/2014,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,30.07,3,0.2,10.15
US-2017-103247,10/5/2017,10/8/2017,Second Class,Home Office,New York City,New York,East,Technology,Phones,160.93,7,0,3.22
US-2017-103247,10/5/2017,10/8/2017,Second Class,Home Office,New York City,New York,East,Office Supplies,Binders,75.79,3,0.2,25.58
US-2017-100209,7/9/2017,7/15/2017,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Binders,1.08,2,0.7,-0.79
CA-2017-159366,1/7/2017,1/10/2017,First Class,Corporate,Detroit,Michigan,Central,Technology,Machines,3059.98,2,0.1,680
CA-2016-145499,5/30/2016,5/31/2016,First Class,Consumer,Wilmington,North Carolina,South,Office Supplies,Binders,3.28,2,0.7,-2.63
CA-2015-157035,12/9/2015,12/12/2015,First Class,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,34.02,3,0,16.67
CA-2016-144939,10/3/2016,10/8/2016,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,599.29,6,0.1,93.22
CA-2014-163419,11/11/2014,11/14/2014,Second Class,Consumer,Louisville,Colorado,West,Office Supplies,Art,3.39,1,0.2,0.81
CA-2014-163419,11/11/2014,11/14/2014,Second Class,Consumer,Louisville,Colorado,West,Technology,Phones,559.98,2,0.2,56
CA-2014-163419,11/11/2014,11/14/2014,Second Class,Consumer,Louisville,Colorado,West,Furniture,Chairs,603.92,5,0.2,75.49
CA-2017-100314,9/29/2017,10/5/2017,Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,7.97,2,0.2,2.59
CA-2017-100314,9/29/2017,10/5/2017,Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Envelopes,27.97,4,0.2,9.44
CA-2017-100314,9/29/2017,10/5/2017,Standard Class,Home Office,Pasadena,Texas,Central,Technology,Machines,336.51,3,0.4,44.87
CA-2015-146829,3/10/2015,3/10/2015,Same Day,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.11,2,0.8,-1.89
CA-2017-167899,5/21/2017,5/26/2017,Standard Class,Corporate,Auburn,New York,East,Furniture,Furnishings,520.05,5,0,72.81
CA-2017-167899,5/21/2017,5/26/2017,Standard Class,Corporate,Auburn,New York,East,Office Supplies,Art,17.97,3,0,5.21
CA-2015-153549,3/29/2015,3/31/2015,Second Class,Home Office,Jacksonville,Florida,South,Furniture,Chairs,1166.92,5,0.2,131.28
CA-2016-110023,9/9/2016,9/11/2016,First Class,Consumer,New York City,New York,East,Office Supplies,Binders,14.62,2,0.2,5.48
CA-2016-105585,8/26/2016,8/27/2016,First Class,Consumer,San Jose,California,West,Office Supplies,Fasteners,10.23,3,0,4.91
CA-2016-105585,8/26/2016,8/27/2016,First Class,Consumer,San Jose,California,West,Office Supplies,Paper,154.9,5,0,69.71
CA-2014-117639,5/21/2014,5/25/2014,Standard Class,Corporate,Virginia Beach,Virginia,South,Office Supplies,Binders,2715.93,7,0,1276.49
CA-2014-117639,5/21/2014,5/25/2014,Standard Class,Corporate,Virginia Beach,Virginia,South,Technology,Phones,617.97,3,0,173.03
CA-2015-162537,10/28/2015,11/3/2015,Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Envelopes,10.67,1,0,4.91
CA-2015-162537,10/28/2015,11/3/2015,Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Storage,36.63,3,0,9.89
CA-2015-162537,10/28/2015,11/3/2015,Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,24.1,5,0,9.16
CA-2015-162537,10/28/2015,11/3/2015,Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,33.11,7,0,12.91
CA-2016-155488,11/13/2016,11/17/2016,Standard Class,Home Office,Vancouver,Washington,West,Office Supplies,Art,44.02,2,0,11.45
CA-2015-124891,7/31/2015,7/31/2015,Same Day,Consumer,New York City,New York,East,Technology,Accessories,2309.65,7,0,762.18
CA-2015-124891,7/31/2015,7/31/2015,Same Day,Consumer,New York City,New York,East,Furniture,Tables,1090.78,7,0.4,-290.88
CA-2015-124891,7/31/2015,7/31/2015,Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,19.44,3,0,9.33
CA-2015-126445,8/27/2015,8/31/2015,Standard Class,Consumer,Murrieta,California,West,Office Supplies,Storage,484.65,3,0,92.08
CA-2015-111199,11/13/2015,11/17/2015,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Paper,115.3,3,0.2,40.35
CA-2015-105312,11/6/2015,11/9/2015,First Class,Consumer,Scottsdale,Arizona,West,Office Supplies,Envelopes,7.08,3,0.2,2.48
CA-2015-105312,11/6/2015,11/9/2015,First Class,Consumer,Scottsdale,Arizona,West,Office Supplies,Binders,4.4,3,0.7,-3.52
US-2017-106705,12/26/2017,1/1/2018,Standard Class,Consumer,Burlington,Iowa,Central,Office Supplies,Paper,44.75,5,0,20.59
CA-2017-135034,8/1/2017,8/3/2017,First Class,Consumer,Chicago,Illinois,Central,Technology,Phones,95.98,2,0.2,6
CA-2014-158540,11/24/2014,11/26/2014,First Class,Consumer,San Diego,California,West,Furniture,Furnishings,151.72,4,0,27.31
CA-2017-118437,6/17/2017,6/21/2017,Second Class,Consumer,Olympia,Washington,West,Furniture,Furnishings,155.25,3,0,46.58
CA-2017-118437,6/17/2017,6/21/2017,Second Class,Consumer,Olympia,Washington,West,Office Supplies,Storage,14.03,1,0,4.07
US-2015-126214,12/21/2015,12/24/2015,Second Class,Consumer,Seattle,Washington,West,Furniture,Tables,1618.37,13,0,356.04
US-2015-126214,12/21/2015,12/24/2015,Second Class,Consumer,Seattle,Washington,West,Technology,Accessories,99.6,1,0,36.85
CA-2015-133025,9/17/2015,9/19/2015,Second Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,32.4,5,0,15.55
CA-2015-108665,7/6/2015,7/10/2015,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,13.96,2,0,6.7
CA-2015-108665,7/6/2015,7/10/2015,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,155.82,3,0,63.89
CA-2015-108665,7/6/2015,7/10/2015,Standard Class,Corporate,New York City,New York,East,Technology,Phones,124.95,5,0,2.5
CA-2015-108665,7/6/2015,7/10/2015,Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,601.65,5,0,156.43
CA-2015-124450,4/27/2015,5/3/2015,Standard Class,Consumer,Washington,District of Columbia,East,Office Supplies,Art,22.74,3,0,8.87
CA-2015-124450,4/27/2015,5/3/2015,Standard Class,Consumer,Washington,District of Columbia,East,Furniture,Chairs,1267.53,3,0,316.88
CA-2015-124450,4/27/2015,5/3/2015,Standard Class,Consumer,Washington,District of Columbia,East,Technology,Machines,1379.92,8,0,648.56
CA-2015-167269,6/16/2015,6/20/2015,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,6.21,2,0.2,2.17
CA-2017-106964,12/17/2017,12/20/2017,First Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,11.81,2,0.2,4.28
CA-2016-126529,1/11/2016,1/13/2016,Second Class,Home Office,Springfield,Ohio,East,Office Supplies,Paper,15.55,3,0.2,5.44
CA-2016-126529,1/11/2016,1/13/2016,Second Class,Home Office,Springfield,Ohio,East,Office Supplies,Paper,63.31,3,0.2,20.58
CA-2016-126529,1/11/2016,1/13/2016,Second Class,Home Office,Springfield,Ohio,East,Technology,Phones,15.59,2,0.4,-9.87
CA-2014-163552,7/11/2014,7/15/2014,Standard Class,Corporate,Hackensack,New Jersey,East,Office Supplies,Paper,177.2,5,0,83.28
CA-2014-163552,7/11/2014,7/15/2014,Standard Class,Corporate,Hackensack,New Jersey,East,Technology,Phones,197.97,3,0,57.41
CA-2014-163552,7/11/2014,7/15/2014,Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Chairs,854.94,3,0,213.74
CA-2014-163552,7/11/2014,7/15/2014,Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,124.11,9,0,52.13
CA-2014-163552,7/11/2014,7/15/2014,Standard Class,Corporate,Hackensack,New Jersey,East,Office Supplies,Labels,14.4,5,0,7.06
CA-2016-109820,11/20/2016,11/22/2016,First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Paper,15.7,3,0.2,5.1
CA-2016-109820,11/20/2016,11/22/2016,First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,2.63,2,0.7,-1.93
CA-2016-109820,11/20/2016,11/22/2016,First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,14.43,3,0.7,-10.58
CA-2016-113061,4/22/2016,4/26/2016,Standard Class,Home Office,Jefferson City,Missouri,Central,Furniture,Furnishings,86.62,2,0,8.66
CA-2015-127418,6/13/2015,6/14/2015,First Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,36.62,3,0.2,13.73
CA-2017-121818,11/20/2017,11/21/2017,First Class,Consumer,Burlington,North Carolina,South,Office Supplies,Art,23.97,7,0.2,2.7
CA-2017-121818,11/20/2017,11/21/2017,First Class,Consumer,Burlington,North Carolina,South,Office Supplies,Art,28.73,3,0.2,1.8
CA-2016-127670,3/20/2016,3/24/2016,Standard Class,Home Office,Saint Peters,Missouri,Central,Furniture,Tables,697.16,4,0,146.4
CA-2016-102981,9/6/2016,9/9/2016,Second Class,Consumer,New York City,New York,East,Technology,Accessories,31.86,2,0,11.15
CA-2016-102981,9/6/2016,9/9/2016,Second Class,Consumer,New York City,New York,East,Furniture,Bookcases,722.35,3,0.2,90.29
CA-2017-115651,7/9/2017,7/12/2017,First Class,Corporate,Chicago,Illinois,Central,Office Supplies,Art,8.84,5,0.2,2.98
CA-2017-115651,7/9/2017,7/12/2017,First Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,58.46,9,0.8,-146.16
CA-2017-152702,10/12/2017,10/16/2017,Standard Class,Home Office,Rockford,Illinois,Central,Furniture,Chairs,254.6,14,0.3,-18.19
CA-2016-169103,3/8/2016,3/13/2016,Standard Class,Consumer,Miami,Florida,South,Technology,Phones,1363.96,5,0.2,85.25
CA-2016-169103,3/8/2016,3/13/2016,Standard Class,Consumer,Miami,Florida,South,Furniture,Furnishings,102.36,3,0.2,-3.84
CA-2014-139192,5/27/2014,6/1/2014,Second Class,Consumer,San Francisco,California,West,Technology,Phones,1113.5,12,0.2,125.27
CA-2014-139192,5/27/2014,6/1/2014,Second Class,Consumer,San Francisco,California,West,Technology,Accessories,99.99,1,0,38
US-2015-153500,7/3/2015,7/5/2015,First Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,168.46,2,0.2,-29.48
US-2015-153500,7/3/2015,7/5/2015,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,6.72,2,0.2,2.44
US-2015-153500,7/3/2015,7/5/2015,First Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,282.89,9,0.2,56.58
CA-2015-110667,4/4/2015,4/8/2015,Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,11.16,2,0,4.35
CA-2015-110667,4/4/2015,4/8/2015,Standard Class,Home Office,New York City,New York,East,Furniture,Furnishings,108.4,2,0,22.76
CA-2015-110667,4/4/2015,4/8/2015,Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,82.34,3,0.2,27.79
CA-2015-110667,4/4/2015,4/8/2015,Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,9.09,4,0.2,3.29
CA-2017-167150,12/10/2017,12/17/2017,Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,19.94,4,0.2,7.23
CA-2017-167150,12/10/2017,12/17/2017,Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,65.57,2,0.2,22.95
CA-2016-105284,11/24/2016,12/1/2016,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,4.42,3,0.2,1.6
US-2015-125374,3/23/2015,3/29/2015,Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,107.77,2,0.3,-29.25
CA-2015-161263,4/16/2015,4/21/2015,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Appliances,45.22,3,0.2,4.52
CA-2015-161263,4/16/2015,4/21/2015,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Fasteners,10.42,7,0.2,-2.21
CA-2015-161263,4/16/2015,4/21/2015,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Art,7.87,3,0.2,1.28
CA-2015-161263,4/16/2015,4/21/2015,Standard Class,Corporate,Toledo,Ohio,East,Technology,Phones,118.78,3,0.4,-27.72
CA-2015-161263,4/16/2015,4/21/2015,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Fasteners,1.45,1,0.2,0.24
CA-2015-161263,4/16/2015,4/21/2015,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Binders,55.47,5,0.7,-46.23
CA-2016-157686,10/1/2016,10/2/2016,First Class,Consumer,San Francisco,California,West,Furniture,Chairs,194.85,4,0.2,12.18
US-2017-139955,9/28/2017,9/30/2017,Second Class,Consumer,Brownsville,Texas,Central,Office Supplies,Supplies,1.74,1,0.2,-0.35
US-2015-150161,7/25/2015,7/29/2015,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,25.18,4,0.7,-18.46
CA-2015-144652,11/20/2015,11/26/2015,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Art,19.46,7,0,5.06
CA-2016-152814,4/28/2016,5/2/2016,Standard Class,Home Office,Denver,Colorado,West,Office Supplies,Paper,29.47,3,0.2,9.95
CA-2017-106943,11/14/2017,11/19/2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,8.64,2,0.2,3.02
CA-2016-134348,11/12/2016,11/19/2016,Standard Class,Consumer,Mesa,Arizona,West,Office Supplies,Binders,6.27,5,0.7,-4.6
CA-2016-134348,11/12/2016,11/19/2016,Standard Class,Consumer,Mesa,Arizona,West,Office Supplies,Binders,4.37,7,0.7,-3.35
CA-2016-134348,11/12/2016,11/19/2016,Standard Class,Consumer,Mesa,Arizona,West,Technology,Accessories,31.98,2,0.2,2
CA-2016-161781,9/29/2016,9/30/2016,First Class,Home Office,Columbus,Indiana,Central,Office Supplies,Art,40.88,7,0,10.63
CA-2017-132521,9/23/2017,9/25/2017,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,119.96,2,0,33.59
CA-2017-132521,9/23/2017,9/25/2017,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,31.44,3,0,8.49
CA-2017-132521,9/23/2017,9/25/2017,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,6.88,1,0.2,2.32
CA-2015-110016,11/29/2015,12/4/2015,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,19.92,4,0,9.36
CA-2015-110016,11/29/2015,12/4/2015,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Chairs,1106.91,9,0,121.76
US-2016-143819,3/1/2016,3/5/2016,Standard Class,Consumer,Yonkers,New York,East,Furniture,Tables,836.59,8,0.4,-264.92
US-2016-143819,3/1/2016,3/5/2016,Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Paper,26.38,1,0,12.13
US-2016-143819,3/1/2016,3/5/2016,Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Storage,362.92,2,0,105.25
US-2016-143819,3/1/2016,3/5/2016,Standard Class,Consumer,Yonkers,New York,East,Technology,Machines,4899.93,7,0,2400.97
CA-2016-167584,8/12/2016,8/12/2016,Same Day,Consumer,Des Moines,Iowa,Central,Office Supplies,Paper,6.48,1,0,3.11
CA-2016-166163,8/15/2016,8/20/2016,Second Class,Corporate,Oakland,California,West,Technology,Phones,71.98,3,0.2,7.2
CA-2016-166163,8/15/2016,8/20/2016,Second Class,Corporate,Oakland,California,West,Office Supplies,Labels,3.15,1,0,1.51
CA-2017-158407,6/4/2017,6/10/2017,Standard Class,Corporate,Monroe,North Carolina,South,Furniture,Furnishings,31.98,2,0.2,2
CA-2017-158407,6/4/2017,6/10/2017,Standard Class,Corporate,Monroe,North Carolina,South,Technology,Phones,71.98,2,0.2,25.19
CA-2015-143490,12/6/2015,12/13/2015,Standard Class,Consumer,San Diego,California,West,Office Supplies,Art,120.15,9,0,33.64
CA-2015-143490,12/6/2015,12/13/2015,Standard Class,Consumer,San Diego,California,West,Technology,Phones,219.18,2,0.2,19.18
CA-2015-165085,12/27/2015,12/31/2015,Standard Class,Home Office,Clinton,Maryland,East,Office Supplies,Paper,28.9,5,0,14.16
CA-2015-165085,12/27/2015,12/31/2015,Standard Class,Home Office,Clinton,Maryland,East,Office Supplies,Appliances,355.96,2,0,103.23
CA-2017-160423,1/21/2017,1/26/2017,Standard Class,Home Office,Charlotte,North Carolina,South,Office Supplies,Storage,348.21,7,0.2,30.47
CA-2017-160423,1/21/2017,1/26/2017,Standard Class,Home Office,Charlotte,North Carolina,South,Office Supplies,Binders,35.78,7,0.7,-28.63
CA-2014-159338,6/25/2014,6/28/2014,First Class,Corporate,Los Angeles,California,West,Furniture,Tables,447.84,5,0.2,11.2
CA-2016-107216,6/14/2016,6/17/2016,First Class,Home Office,San Francisco,California,West,Office Supplies,Art,7.04,4,0,2.04
CA-2016-107216,6/14/2016,6/17/2016,First Class,Home Office,San Francisco,California,West,Furniture,Furnishings,8.73,3,0,4.1
CA-2016-107216,6/14/2016,6/17/2016,First Class,Home Office,San Francisco,California,West,Technology,Accessories,29.29,1,0,9.67
CA-2016-107216,6/14/2016,6/17/2016,First Class,Home Office,San Francisco,California,West,Office Supplies,Art,8.64,3,0,2.51
US-2017-145863,4/21/2017,4/27/2017,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.69,3,0.8,-4.71
US-2017-145863,4/21/2017,4/27/2017,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.93,3,0.8,-4.99
CA-2016-112340,10/21/2016,10/27/2016,Standard Class,Consumer,Riverside,California,West,Office Supplies,Paper,22.92,3,0,11.23
US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,100.7,6,0.2,-16.36
US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,2.33,2,0.6,-0.76
US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,10.78,5,0.8,-17.25
US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,58.37,12,0.2,21.89
US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,40.97,3,0.2,13.83
US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,71.96,5,0.2,25.19
US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,10.37,2,0.2,3.63
US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.19,2,0.8,-2.03
CA-2017-140585,12/18/2017,12/23/2017,Second Class,Consumer,Encinitas,California,West,Office Supplies,Binders,46.67,2,0.2,16.34
CA-2017-140585,12/18/2017,12/23/2017,Second Class,Consumer,Encinitas,California,West,Furniture,Bookcases,119.83,1,0.15,-12.69
CA-2017-140585,12/18/2017,12/23/2017,Second Class,Consumer,Encinitas,California,West,Technology,Accessories,119.98,2,0,57.59
CA-2016-144855,7/22/2016,7/24/2016,Second Class,Corporate,San Francisco,California,West,Office Supplies,Labels,6.3,2,0,3.02
CA-2015-142755,9/4/2015,9/8/2015,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Paper,279.9,5,0,137.15
CA-2015-142755,9/4/2015,9/8/2015,Standard Class,Consumer,Roswell,Georgia,South,Technology,Accessories,619.95,5,0,111.59
CA-2015-142755,9/4/2015,9/8/2015,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Paper,4.36,2,0,2.05
CA-2015-142755,9/4/2015,9/8/2015,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Envelopes,15.28,2,0,7.49
US-2014-147627,1/20/2014,1/26/2014,Standard Class,Consumer,Jonesboro,Arkansas,South,Technology,Phones,699.93,7,0,181.98
US-2014-147627,1/20/2014,1/26/2014,Standard Class,Consumer,Jonesboro,Arkansas,South,Office Supplies,Art,22.96,7,0,6.66
US-2014-147627,1/20/2014,1/26/2014,Standard Class,Consumer,Jonesboro,Arkansas,South,Furniture,Furnishings,38.6,4,0,11.58
US-2014-147627,1/20/2014,1/26/2014,Standard Class,Consumer,Jonesboro,Arkansas,South,Office Supplies,Art,6.63,3,0,1.79
US-2014-147627,1/20/2014,1/26/2014,Standard Class,Consumer,Jonesboro,Arkansas,South,Office Supplies,Envelopes,23.34,3,0,10.97
US-2014-147627,1/20/2014,1/26/2014,Standard Class,Consumer,Jonesboro,Arkansas,South,Furniture,Chairs,1067.94,3,0,224.27
CA-2015-105970,3/2/2015,3/7/2015,Standard Class,Home Office,Richmond,Indiana,Central,Office Supplies,Art,10.16,1,0,2.64
CA-2015-105970,3/2/2015,3/7/2015,Standard Class,Home Office,Richmond,Indiana,Central,Office Supplies,Envelopes,101.88,6,0,50.94
CA-2016-112102,4/12/2016,4/16/2016,Standard Class,Consumer,Springfield,Virginia,South,Furniture,Tables,343.92,4,0,75.66
CA-2016-112102,4/12/2016,4/16/2016,Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Paper,40.99,1,0,20.09
CA-2016-112102,4/12/2016,4/16/2016,Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Envelopes,63.9,5,0,28.76
US-2016-114776,12/6/2016,12/7/2016,First Class,Corporate,Antioch,California,West,Office Supplies,Paper,19.44,3,0,9.33
US-2016-134908,6/5/2016,6/9/2016,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,124.61,4,0.2,-23.36
US-2016-134908,6/5/2016,6/9/2016,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Labels,7.56,3,0.2,2.65
US-2016-148803,12/11/2016,12/11/2016,Same Day,Consumer,Homestead,Florida,South,Office Supplies,Storage,85.22,3,0.2,7.46
CA-2016-152170,11/12/2016,11/15/2016,Second Class,Corporate,La Porte,Indiana,Central,Office Supplies,Envelopes,287.52,8,0,129.38
CA-2016-152170,11/12/2016,11/15/2016,Second Class,Corporate,La Porte,Indiana,Central,Office Supplies,Appliances,37.68,2,0,10.55
CA-2016-152170,11/12/2016,11/15/2016,Second Class,Corporate,La Porte,Indiana,Central,Office Supplies,Paper,19.98,2,0,8.99
CA-2016-152170,11/12/2016,11/15/2016,Second Class,Corporate,La Porte,Indiana,Central,Office Supplies,Art,20.58,7,0,5.56
CA-2016-152170,11/12/2016,11/15/2016,Second Class,Corporate,La Porte,Indiana,Central,Office Supplies,Binders,17.38,2,0,8.69
CA-2014-146969,9/29/2014,10/3/2014,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,204.6,2,0,53.2
